student_id,previous_GPA,attendance_rate,avg_course_grade,avg_course_interest,avg_job_demand,avg_risk,n_courses,domain_cnt_AI,domain_cnt_Agriculture,domain_cnt_Cybersecurity,domain_cnt_Data Science,domain_cnt_Electrical,domain_cnt_Energy,domain_cnt_Ethics,domain_cnt_Finance,domain_cnt_Healthcare,domain_cnt_Law,domain_cnt_Management,domain_cnt_Mechanical,domain_cnt_Networking,domain_cnt_Software Engineering,domain_cnt_Tourism,chosen_specialization
S01261,0.9932432432432432,0.6153846153846154,94.82727272727271,0.6840909090909091,0.5542740841248304,0.021363636363636366,22,0,1,2,1,2,3,1,1,1,2,2,2,1,2,1,Nursing
S01262,0.4831081081081081,1.0,59.45416666666667,0.7341666666666667,0.638681592039801,0.3933333333333333,21,5,4,1,1,0,2,0,0,4,1,0,0,4,2,0,Data Science
S01263,0.9932432432432432,0.7115384615384615,97.35769230769232,0.7446153846153846,0.5516647531572905,0.022307692307692306,24,1,2,4,1,1,1,1,2,1,3,2,1,2,2,2,Information Technology
S01264,0.8344594594594594,0.9615384615384616,90.19259259259259,0.7207407407407408,0.5483692647871752,0.1251851851851852,25,1,2,2,2,0,1,0,0,4,3,2,2,3,2,3,Computer Science
S01265,0.5371621621621621,0.6153846153846154,64.64,0.7323999999999999,0.4632835820895522,0.3396,23,1,2,0,0,1,3,0,0,3,3,5,0,2,1,4,Renewable Energy
S01266,0.8716216216216218,1.0,92.36842105263158,0.7857894736842105,0.46190102120974075,0.09263157894736843,19,1,4,0,1,1,1,0,2,0,4,2,1,1,0,1,Medicine
S01267,0.7567567567567568,0.5384615384615385,87.07777777777778,0.7811111111111111,0.5621890547263682,0.15166666666666667,18,1,1,1,2,0,3,2,3,0,2,0,0,2,0,1,Artificial Intelligence
S01268,0.9966216216216217,0.6153846153846154,95.41724137931034,0.7055172413793104,0.5609881626351003,0.023793103448275864,27,1,2,2,3,1,3,2,2,2,1,6,1,1,1,1,Computer Science
S01269,0.6047297297297296,0.7692307692307692,70.26296296296296,0.6744444444444445,0.5356550580431177,0.2922222222222222,27,1,4,2,0,2,1,1,1,1,3,0,1,7,2,1,Data Science
S01270,0.9256756756756755,0.8846153846153847,89.97391304347826,0.7030434782608697,0.591174561972745,0.06521739130434782,22,1,0,3,2,1,2,2,4,1,2,2,0,2,1,0,Law
S01271,0.7331081081081081,0.8076923076923077,78.24137931034483,0.6631034482758621,0.5815748841996913,0.1796551724137931,28,1,2,2,3,6,1,0,1,3,2,3,0,5,0,0,Data Science
S01272,0.6689189189189189,0.8269230769230771,75.90555555555555,0.7105555555555555,0.4983416252072968,0.2427777777777778,16,0,3,0,2,1,2,0,4,0,1,1,1,1,2,0,Agriculture
S01273,0.2364864864864864,0.6538461538461539,46.07142857142857,0.7453571428571429,0.5618336886993603,0.5571428571428572,28,0,0,2,1,2,4,1,1,4,2,4,1,4,1,1,Medicine
S01274,0.7027027027027029,0.4807692307692308,78.07619047619048,0.79,0.5458422174840085,0.2061904761904762,21,1,3,1,4,1,0,1,1,0,0,4,1,1,3,0,Mechanical Engineering
S01275,0.7263513513513513,0.6730769230769231,79.38387096774194,0.732258064516129,0.5479056331246991,0.1964516129032258,28,0,1,3,2,1,4,2,4,0,1,1,2,3,4,3,Law
S01276,0.9594594594594594,1.0,95.60731707317073,0.8041463414634146,0.5708045140152894,0.03902439024390244,40,4,4,2,2,0,5,3,3,2,2,3,0,8,2,1,Finance
S01277,0.5844594594594594,0.6730769230769231,71.37037037037037,0.7933333333333334,0.615257048092869,0.3096296296296296,26,1,1,2,3,1,3,0,1,4,1,6,1,1,1,1,Finance
S01278,0.6486486486486486,0.6153846153846155,74.26785714285714,0.7835714285714286,0.5314498933901919,0.275,28,0,2,1,2,5,0,2,2,3,1,2,0,1,4,3,Computer Science
S01279,0.695945945945946,0.5576923076923077,75.91333333333334,0.7086666666666667,0.527363184079602,0.25533333333333336,29,0,1,1,3,3,4,3,1,1,4,3,1,3,1,1,Nursing
S01280,0.4695945945945945,0.8269230769230771,63.79032258064516,0.7277419354838709,0.5541646605681271,0.3941935483870968,27,2,3,0,1,2,2,1,4,5,1,4,1,3,1,1,Mechanical Engineering
S01281,0.7668918918918919,0.5576923076923077,81.87826086956522,0.77,0.6035042180402336,0.16956521739130434,22,2,1,1,2,2,2,1,2,0,2,1,1,2,3,1,Renewable Energy
S01282,0.8141891891891893,0.5961538461538463,85.17999999999999,0.6885,0.5865671641791044,0.1365,20,1,1,1,3,2,1,1,2,1,1,3,0,1,2,0,Medicine
S01283,0.7060810810810811,0.8653846153846154,78.06666666666668,0.7066666666666666,0.5638474295190713,0.22592592592592592,27,0,2,2,2,0,3,1,3,3,2,3,2,3,1,0,Finance
S01284,0.6554054054054055,0.8076923076923076,76.79629629629629,0.7937037037037037,0.5367606412382532,0.2537037037037037,24,2,3,2,1,0,3,1,1,3,0,5,3,2,1,0,Mechanical Engineering
S01285,0.5743243243243243,0.6730769230769231,67.90454545454546,0.6754545454545454,0.4979647218453188,0.31227272727272726,20,1,3,2,3,1,3,2,0,0,1,3,1,1,0,1,Artificial Intelligence
S01286,0.6283783783783783,0.5769230769230771,74.70476190476191,0.6838095238095238,0.550817341862118,0.25761904761904764,19,1,1,0,0,0,1,2,1,2,1,2,1,6,2,1,Artificial Intelligence
S01287,0.6317567567567568,0.4230769230769231,70.492,0.7484000000000001,0.617313432835821,0.2652,22,3,2,0,3,1,2,0,0,5,1,2,0,4,1,1,Tourism and Hospitality
S01288,0.5777027027027026,0.6538461538461537,67.55925925925925,0.7362962962962962,0.5024875621890547,0.3062962962962963,24,0,3,1,3,3,5,2,1,0,3,1,1,0,2,2,Medicine
S01289,0.6182432432432432,0.673076923076923,74.804,0.752,0.5934328358208956,0.2736,24,3,1,0,2,3,1,2,1,3,4,2,1,1,1,0,Data Science
S01290,0.6520270270270272,0.8076923076923077,73.9090909090909,0.6695454545454546,0.539348710990502,0.24727272727272728,22,1,2,1,3,2,4,0,2,0,3,0,1,2,1,0,Business Management
S01291,0.8108108108108107,0.5961538461538463,84.50645161290322,0.7016129032258065,0.5825710158883005,0.1406451612903226,27,3,1,5,1,3,1,1,4,0,4,1,0,3,3,1,Computer Science
S01292,0.4594594594594594,0.5192307692307692,58.410000000000004,0.761,0.5902985074626865,0.3825,17,0,1,2,2,4,1,0,1,2,2,2,0,1,1,1,Data Science
S01293,0.5810810810810809,0.6346153846153848,66.268,0.7440000000000001,0.5259701492537313,0.3164,23,0,3,0,2,0,4,0,1,4,1,2,2,3,1,2,Tourism and Hospitality
S01294,0.5337837837837838,0.4615384615384614,60.50952380952381,0.6799999999999999,0.6027007818052594,0.3461904761904762,20,2,1,1,1,1,2,0,0,4,1,2,0,3,2,1,Law
S01295,0.5844594594594594,0.75,71.01666666666667,0.6791666666666667,0.3731343283582089,0.3025,12,0,2,0,0,0,1,2,0,1,0,2,1,1,0,2,Business Management
S01296,0.7635135135135134,0.5961538461538463,82.18181818181819,0.7490909090909091,0.4843962008141112,0.16045454545454546,21,1,3,1,2,1,3,1,1,0,3,2,0,1,0,3,Information Technology
S01297,0.5912162162162162,0.5384615384615385,71.9962962962963,0.7366666666666667,0.5367606412382532,0.2977777777777778,27,1,3,1,2,0,1,1,0,4,4,3,1,2,2,2,Business Management
S01298,0.6554054054054055,0.5576923076923077,75.435,0.7005,0.5529850746268656,0.253,19,0,1,1,2,1,3,0,1,0,4,1,1,2,1,2,Information Technology
S01299,0.7601351351351351,0.3653846153846154,82.11142857142858,0.7242857142857143,0.5590618336886993,0.1657142857142857,33,3,2,0,2,2,3,3,1,1,2,3,2,7,2,2,Renewable Energy
S01300,0.6013513513513513,0.7692307692307692,66.89142857142856,0.7462857142857143,0.5138592750533049,0.3028571428571428,32,0,3,2,2,1,3,4,2,1,3,5,1,4,3,1,Cybersecurity
S01301,0.6925675675675675,1.0,78.9590909090909,0.7840909090909091,0.5502035278154681,0.23045454545454547,20,1,2,1,1,2,1,0,2,1,2,1,0,5,2,1,Medicine
S01302,0.7195945945945945,0.5192307692307692,79.52380952380952,0.7704761904761904,0.5493958777540866,0.21619047619047618,18,1,2,0,1,1,1,1,2,4,1,3,0,2,1,1,Agriculture
S01303,0.6452702702702702,0.36538461538461536,71.5,0.8046153846153847,0.5419058553386912,0.2646153846153846,26,1,2,0,3,2,2,0,3,2,3,1,0,2,2,3,Business Management
S01304,0.6486486486486487,0.5576923076923077,72.128125,0.7990625,0.6198694029850746,0.256875,32,1,1,1,4,1,3,1,4,5,1,2,0,2,4,2,Information Technology
S01305,0.8175675675675675,0.6153846153846154,85.28095238095239,0.7214285714285714,0.6922530206112296,0.14238095238095239,17,1,0,3,4,0,2,0,1,3,3,3,0,0,1,0,Electrical Engineering
S01306,0.6418918918918919,0.5961538461538463,73.66896551724139,0.7824137931034483,0.5625321667524447,0.27586206896551724,28,0,4,4,3,0,3,2,2,2,1,2,2,1,1,2,Mechanical Engineering
S01307,0.9560810810810813,0.6538461538461537,92.48484848484848,0.6978787878787879,0.5843509724106739,0.03848484848484848,28,3,0,3,3,2,5,3,4,0,1,4,1,4,0,0,Information Technology
S01308,0.9729729729729731,0.8653846153846154,97.16250000000001,0.7949999999999999,0.4993781094527363,0.021666666666666667,20,1,0,0,1,1,1,1,2,1,1,1,1,5,2,6,Tourism and Hospitality
S01309,0.7432432432432434,0.7884615384615385,85.73666666666666,0.763,0.5671641791044776,0.17933333333333332,29,2,3,1,3,2,3,0,2,3,4,1,0,4,2,0,Electrical Engineering
S01310,0.7297297297297298,0.3461538461538462,78.33157894736841,0.7121052631578947,0.6441476826394343,0.1857894736842105,17,3,1,4,2,0,2,0,2,0,3,0,0,1,1,0,Information Technology
S01311,0.6148648648648647,0.8653846153846154,69.96470588235294,0.7691176470588235,0.5877963125548726,0.2817647058823529,33,3,0,4,2,2,1,2,5,1,3,3,0,2,3,3,Cybersecurity
S01312,0.6554054054054055,0.44230769230769235,74.10499999999999,0.736,0.5783582089552238,0.257,19,4,1,1,1,0,0,2,1,1,3,2,1,1,1,1,Mechanical Engineering
S01313,0.6520270270270272,1.0,75.596,0.7824,0.5480597014925374,0.2648,23,0,3,1,1,1,6,1,1,1,2,2,1,4,1,0,Computer Science
S01314,0.8716216216216217,0.6923076923076923,89.7,0.6846666666666666,0.5800995024875621,0.12266666666666667,13,0,0,0,4,0,0,0,0,0,2,4,1,2,1,1,Law
S01315,0.8243243243243243,0.6346153846153848,85.52692307692307,0.7703846153846154,0.5642939150401837,0.12692307692307694,26,1,3,2,3,0,3,0,4,2,1,1,1,2,0,3,Mechanical Engineering
S01316,0.37499999999999983,0.5384615384615385,55.3375,0.7370833333333334,0.5,0.4725,24,0,2,1,0,1,4,2,1,2,2,3,0,4,0,2,Artificial Intelligence
S01317,0.9256756756756755,0.6538461538461537,94.23333333333333,0.7676666666666667,0.535820895522388,0.058,28,1,4,1,0,3,4,1,2,5,2,0,2,4,1,0,Tourism and Hospitality
S01318,0.6216216216216215,0.6538461538461537,70.17333333333333,0.7036666666666667,0.4791044776119403,0.2833333333333333,26,1,6,1,2,3,3,4,3,0,1,0,0,5,1,0,Computer Science
S01319,0.983108108108108,1.0,96.40833333333335,0.7599999999999999,0.6243781094527363,0.028333333333333335,21,3,1,2,1,3,5,2,1,0,0,0,0,4,0,2,Law
S01320,1.0,0.6730769230769231,96.52307692307691,0.74,0.5510907003444317,0.019615384615384614,25,1,2,0,0,2,3,3,1,2,3,2,0,4,3,0,Law
S01321,0.7128378378378378,0.4230769230769231,79.08846153846154,0.7615384615384616,0.5361653272101032,0.22,22,0,2,0,3,1,4,0,2,0,0,2,0,6,2,4,Mechanical Engineering
S01322,0.9121621621621624,0.4807692307692308,91.94814814814815,0.7607407407407407,0.6434494195688225,0.06148148148148148,26,4,0,1,2,3,2,0,1,2,1,1,2,3,4,1,Cybersecurity
S01323,0.6993243243243243,0.5,77.4,0.7865384615384615,0.505166475315729,0.2373076923076923,26,0,3,2,4,0,0,1,2,4,1,2,2,3,0,2,Agriculture
S01324,0.564189189189189,0.5576923076923077,68.48076923076923,0.72,0.6061997703788748,0.3076923076923077,24,3,2,1,1,2,3,0,2,3,2,0,2,1,3,1,Cybersecurity
S01325,0.5608108108108107,0.6153846153846154,69.78,0.8168000000000001,0.5373134328358209,0.3004,24,2,3,1,2,0,1,1,2,2,4,4,0,1,2,0,Electrical Engineering
S01326,0.5709459459459458,0.8653846153846154,66.93703703703703,0.7696296296296297,0.552791597567717,0.32037037037037036,27,3,3,1,2,0,2,2,2,3,2,3,0,3,0,1,Nursing
S01327,0.4763513513513513,0.75,63.38399999999999,0.746,0.5791044776119402,0.37439999999999996,23,0,2,3,0,2,3,0,0,2,1,0,1,5,3,3,Agriculture
S01328,0.8682432432432432,0.6153846153846154,89.97272727272728,0.7177272727272728,0.5013568521031208,0.09954545454545455,22,0,2,2,0,0,3,2,1,3,3,1,0,4,1,0,Agriculture
S01329,0.5405405405405406,0.6730769230769231,65.15666666666667,0.7303333333333334,0.573134328358209,0.32866666666666666,26,2,1,2,1,2,2,3,1,4,6,3,0,2,1,0,Artificial Intelligence
S01330,0.8614864864864864,0.75,89.83125,0.71,0.5727611940298507,0.113125,16,1,0,0,1,2,1,1,1,1,1,2,0,2,3,0,Artificial Intelligence
S01331,0.5709459459459458,0.8076923076923077,68.236,0.73,0.568955223880597,0.3128,25,1,2,2,1,2,2,1,1,1,4,2,0,3,2,1,Business Management
S01332,0.4763513513513513,0.8461538461538464,61.126315789473686,0.7526315789473684,0.6276512175962293,0.4010526315789474,19,1,0,2,1,1,3,1,0,2,1,2,1,2,2,0,Data Science
S01333,0.7297297297297298,0.6538461538461537,82.06666666666668,0.7685185185185185,0.5140961857379768,0.20777777777777778,26,0,2,3,1,3,1,2,3,1,1,5,0,2,2,1,Law
S01334,0.5202702702702702,0.5384615384615385,63.333333333333336,0.7608333333333334,0.49315920398009955,0.35625,24,0,3,0,2,2,1,0,3,2,3,1,0,6,0,1,Law
S01335,0.7533783783783783,0.9423076923076923,78.115,0.7310000000000001,0.5350746268656716,0.181,18,3,1,0,2,1,0,0,2,0,6,1,0,0,1,3,Tourism and Hospitality
S01336,0.5540540540540542,0.8076923076923077,64.47333333333333,0.778,0.5532338308457712,0.3346666666666667,28,0,5,2,1,1,5,1,1,5,1,1,1,2,2,2,Medicine
S01337,0.3108108108108108,0.5961538461538461,45.92857142857143,0.6975,0.6220682302771855,0.5132142857142857,27,4,2,1,1,3,3,0,1,5,2,0,1,1,3,1,Computer Science
S01338,0.6554054054054055,0.5384615384615385,75.432,0.6644,0.5922388059701492,0.252,24,2,1,1,0,1,2,2,2,1,2,0,1,7,3,0,Artificial Intelligence
S01339,0.5033783783783783,0.5769230769230771,65.13103448275862,0.7531034482758621,0.5367987647967061,0.3762068965517241,27,0,1,1,0,2,2,3,2,3,5,4,0,2,4,0,Nursing
S01340,0.7128378378378377,0.6730769230769231,80.4952380952381,0.7166666666666667,0.5223880597014925,0.2,20,1,2,0,1,0,1,0,4,4,2,1,0,3,1,1,Data Science
S01341,0.2837837837837837,0.3076923076923077,43.663636363636364,0.799090909090909,0.5929443690637721,0.5168181818181818,21,0,0,1,4,2,1,0,2,1,2,1,1,3,2,2,Business Management
S01342,0.5608108108108107,0.8076923076923077,70.11153846153846,0.6692307692307692,0.5654420206659012,0.3046153846153846,26,2,1,1,4,4,2,3,1,0,0,2,0,2,2,2,Finance
S01343,0.1993243243243243,0.6153846153846154,39.835,0.7235,0.6149253731343284,0.5875,20,2,1,1,2,0,1,1,2,3,2,1,0,2,1,1,Mechanical Engineering
S01344,0.5743243243243243,0.9807692307692308,70.45263157894736,0.7405263157894737,0.5919088766692852,0.31394736842105264,33,0,4,2,3,2,4,1,2,7,2,5,0,4,1,1,Electrical Engineering
S01345,0.5979729729729729,0.7884615384615385,67.96296296296296,0.7796296296296297,0.542841348811498,0.28814814814814815,27,0,3,2,1,3,2,1,1,2,3,1,2,2,2,2,Medicine
S01346,0.6858108108108107,0.3076923076923077,76.85161290322581,0.7293548387096774,0.561386615310544,0.23774193548387096,29,1,4,2,4,0,3,2,2,2,3,3,0,3,2,0,Finance
S01347,0.7905405405405407,0.75,85.836,0.71,0.5838805970149253,0.15439999999999998,24,1,1,0,2,4,2,2,2,3,0,1,1,3,2,1,Finance
S01348,0.7466216216216217,1.0,80.25652173913043,0.778695652173913,0.6411421155094095,0.1943478260869565,21,0,1,4,4,3,4,1,1,0,1,0,0,2,1,1,Renewable Energy
S01349,0.3108108108108108,1.0,48.2,0.7071999999999999,0.5408955223880597,0.5008,25,0,1,3,2,2,2,1,1,2,1,3,1,4,1,1,Renewable Energy
S01350,0.6148648648648647,0.769230769230769,73.82272727272726,0.7581818181818182,0.5759837177747625,0.27954545454545454,21,0,1,0,1,2,2,1,1,4,4,2,0,3,0,1,Renewable Energy
S01351,0.6554054054054055,0.6346153846153848,74.96060606060605,0.7321212121212122,0.4966078697421981,0.24818181818181817,31,1,1,3,1,0,2,2,3,1,7,2,3,6,0,1,Cybersecurity
S01352,0.5675675675675675,0.7692307692307692,67.01142857142857,0.78,0.5253731343283582,0.31314285714285717,34,1,4,1,3,2,5,1,2,2,4,2,1,4,1,2,Renewable Energy
S01353,0.4054054054054054,0.8653846153846154,54.94736842105263,0.7189473684210527,0.5176747839748624,0.4189473684210526,18,0,4,1,1,1,1,1,2,3,0,1,0,3,1,0,Nursing
S01354,0.5912162162162163,0.5,73.17857142857143,0.6796428571428572,0.5852878464818764,0.2989285714285715,28,2,1,1,3,0,1,2,1,3,5,2,1,2,4,0,Tourism and Hospitality
S01355,0.5844594594594594,0.9615384615384616,68.76470588235294,0.7279411764705882,0.5654082528533801,0.2988235294117647,28,3,4,2,3,1,3,1,3,4,0,2,0,6,1,1,Medicine
S01356,0.5709459459459458,0.7884615384615385,65.09285714285714,0.7864285714285714,0.5383795309168444,0.30500000000000005,13,0,2,1,1,1,0,1,0,3,3,0,0,1,0,1,Mechanical Engineering
S01357,0.5371621621621621,0.8653846153846154,68.3423076923077,0.8099999999999999,0.491963260619977,0.33884615384615385,23,1,3,2,0,1,0,4,3,3,0,3,0,2,1,3,Computer Science
S01358,0.777027027027027,1.0,83.76363636363637,0.7295454545454546,0.5644504748982361,0.19136363636363637,21,2,0,3,0,0,2,1,1,2,4,2,2,2,0,1,Nursing
S01359,0.6317567567567568,0.8461538461538463,73.92,0.6896,0.5862686567164179,0.3016,24,1,1,0,2,3,5,1,2,3,0,4,1,1,1,0,Business Management
S01360,0.679054054054054,0.9615384615384616,74.98076923076923,0.7292307692307692,0.5843857634902411,0.24076923076923076,25,2,1,2,0,1,1,1,5,4,3,0,1,2,0,3,Agriculture
S01361,0.5405405405405406,0.8461538461538463,67.776,0.7804000000000001,0.6650746268656716,0.35,21,2,0,1,0,1,3,0,3,4,1,1,1,1,6,1,Mechanical Engineering
S01362,0.6283783783783783,0.6923076923076923,72.796,0.6679999999999999,0.622686567164179,0.2716,23,5,2,1,1,2,3,0,4,1,1,1,1,3,0,0,Agriculture
S01363,0.679054054054054,0.7692307692307692,74.4,0.8045,0.5462686567164179,0.2475,20,1,3,0,3,1,2,0,2,3,1,1,1,1,0,1,Medicine
S01364,0.6418918918918919,0.75,73.31428571428572,0.7385714285714285,0.6233120113717129,0.27904761904761904,21,2,0,2,0,1,2,2,3,2,0,1,0,2,3,1,Cybersecurity
S01365,0.9290540540540543,0.9038461538461536,94.74545454545455,0.6636363636363636,0.6078697421981004,0.07363636363636364,18,1,2,0,2,3,0,0,2,5,0,1,4,0,1,1,Mechanical Engineering
S01366,0.8074324324324325,0.6153846153846154,83.96875,0.755,0.5303171641791045,0.1440625,30,1,3,0,3,1,3,1,3,2,4,3,1,2,2,3,Data Science
S01367,0.5135135135135136,0.9038461538461536,62.614285714285714,0.7488571428571429,0.6473347547974414,0.37685714285714284,33,2,2,5,5,2,4,0,0,4,2,1,4,3,1,0,Law
S01368,0.8108108108108109,1.0,87.56666666666666,0.8070833333333334,0.5808457711442786,0.15708333333333332,24,3,1,1,2,3,0,1,4,2,0,3,0,3,1,0,Nursing
S01369,0.5608108108108107,0.6730769230769231,66.68064516129031,0.7019354838709678,0.6027924891670678,0.3038709677419355,30,1,3,3,2,0,2,0,1,5,0,2,2,5,3,2,Nursing
S01370,0.3851351351351351,0.6346153846153848,52.91538461538461,0.755,0.5091848450057405,0.4592307692307692,26,0,2,2,0,0,1,1,2,3,1,2,3,5,2,2,Agriculture
S01371,0.8310810810810811,0.6153846153846154,82.16333333333334,0.7636666666666667,0.5915422885572139,0.11633333333333334,25,0,2,2,2,1,2,1,3,2,3,3,1,2,5,1,Mechanical Engineering
S01372,0.7702702702702702,0.6730769230769231,84.38636363636364,0.7063636363636364,0.5067842605156038,0.14863636363636365,21,0,2,1,1,0,1,2,3,2,1,4,1,2,2,0,Cybersecurity
S01373,0.7162162162162162,0.5,83.45,0.71125,0.5845771144278608,0.20583333333333334,22,1,2,1,3,0,3,1,0,1,2,4,1,2,1,2,Electrical Engineering
S01374,0.6756756756756757,0.13461538461538478,76.26666666666667,0.7543333333333333,0.5686567164179105,0.24566666666666667,28,1,1,1,4,1,2,2,4,2,1,2,2,2,3,2,Data Science
S01375,0.6317567567567568,0.40384615384615363,73.04400000000001,0.7504000000000001,0.5743283582089552,0.2828,25,0,1,0,2,1,4,1,1,4,3,1,1,3,2,1,Nursing
S01376,0.8648648648648649,0.8653846153846154,87.55,0.735909090909091,0.6601085481682497,0.10863636363636364,20,2,0,1,4,1,5,1,4,1,2,0,0,0,1,0,Finance
S01377,0.7398648648648649,1.0,82.84166666666667,0.6945833333333334,0.5478855721393036,0.19583333333333333,24,3,1,2,1,0,3,2,2,1,3,2,2,0,0,2,Business Management
S01378,0.5033783783783783,1.0,64.33181818181818,0.7063636363636363,0.5773405698778833,0.36954545454545457,21,1,2,2,1,0,5,0,1,2,0,5,0,1,1,1,Finance
S01379,0.820945945945946,0.673076923076923,86.79166666666667,0.7399999999999999,0.5895522388059702,0.14,11,2,2,1,0,0,2,0,0,1,1,1,1,1,0,0,Data Science
S01380,0.8547297297297296,0.5,86.36,0.7849999999999999,0.5559701492537313,0.11750000000000001,18,0,1,2,0,0,3,3,1,3,2,1,2,0,0,2,Finance
S01381,0.5236486486486485,0.5961538461538463,67.909375,0.7378125,0.5559701492537313,0.345625,29,1,2,2,1,3,3,1,3,2,0,2,1,7,2,2,Computer Science
S01382,0.5743243243243243,0.5,68.792,0.7031999999999999,0.5928358208955224,0.31679999999999997,24,1,1,0,4,1,1,0,3,3,3,3,2,2,1,0,Computer Science
S01383,0.8682432432432432,0.6538461538461537,90.55666666666666,0.7396666666666667,0.5562189054726367,0.10233333333333335,28,2,1,0,1,4,1,3,2,5,1,0,1,4,0,5,Agriculture
S01384,0.722972972972973,0.5961538461538463,78.95,0.8109375,0.46175373134328357,0.20625000000000002,31,1,5,1,0,2,1,0,4,3,8,0,1,4,1,1,Renewable Energy
S01385,0.35472972972972955,0.7692307692307692,54.471428571428575,0.7225,0.570362473347548,0.4932142857142857,23,0,1,2,0,1,3,1,3,3,1,1,2,8,2,0,Mechanical Engineering
S01386,0.3378378378378378,0.6923076923076923,54.353125,0.75875,0.5335820895522387,0.4946875,29,3,3,1,3,3,2,0,1,3,5,5,0,1,1,1,Finance
S01387,0.4324324324324323,1.0,59.15652173913043,0.7208695652173912,0.5749513303049967,0.43086956521739134,22,1,1,1,3,2,0,1,2,2,1,2,0,3,0,4,Information Technology
S01388,0.8175675675675675,0.7307692307692308,87.16956521739131,0.7473913043478262,0.5152498377676833,0.15478260869565216,21,3,2,0,1,1,3,3,0,3,1,1,2,1,1,1,Cybersecurity
S01389,0.875,0.5576923076923077,92.47560975609755,0.7502439024390244,0.5904623225336731,0.10146341463414635,37,4,2,1,5,2,6,1,4,2,4,1,3,3,3,0,Renewable Energy
S01390,0.7533783783783783,0.75,81.67058823529412,0.7176470588235294,0.5412642669007902,0.1847058823529412,31,1,2,0,2,0,4,3,2,3,2,3,3,4,3,2,Nursing
S01391,0.7060810810810811,0.9615384615384616,78.42,0.7036,0.5474626865671641,0.2144,24,1,0,3,3,1,1,4,3,1,1,2,2,2,0,1,Agriculture
S01392,0.7871621621621623,0.7692307692307692,85.34583333333335,0.6845833333333333,0.5609452736318408,0.17500000000000002,23,1,3,2,1,1,2,2,0,4,1,3,0,3,1,0,Artificial Intelligence
S01393,0.3817567567567567,0.5192307692307692,54.55217391304348,0.7552173913043478,0.4873458792991564,0.47000000000000003,22,0,3,1,2,0,2,3,1,2,1,4,0,2,0,2,Agriculture
S01394,0.6418918918918919,0.7307692307692308,69.675,0.701,0.46044776119402986,0.2615,18,1,4,1,1,2,0,0,3,1,0,2,2,1,1,1,Law
S01395,0.4695945945945945,1.0,58.812,0.7408,0.43343283582089553,0.38799999999999996,24,1,6,0,1,1,2,1,2,1,2,1,0,4,2,1,Law
S01396,0.9189189189189187,0.8269230769230771,89.7375,0.78,0.5270522388059702,0.0625,16,1,2,0,0,3,1,0,1,2,1,1,0,2,1,1,Cybersecurity
S01397,0.6756756756756757,0.6730769230769231,77.96875,0.7125,0.5694962686567164,0.24000000000000002,30,1,2,2,2,1,2,3,3,4,0,0,1,5,3,3,Renewable Energy
S01398,0.4999999999999999,0.7307692307692307,60.51538461538462,0.746923076923077,0.5510907003444316,0.36230769230769233,13,0,1,1,1,3,0,1,1,0,0,2,0,2,1,0,Computer Science
S01399,0.7060810810810811,0.4807692307692307,76.075,0.637,0.585820895522388,0.227,18,2,0,3,1,4,2,2,1,1,1,0,0,1,0,2,Tourism and Hospitality
S01400,0.7195945945945945,0.6730769230769231,78.8157894736842,0.7621052631578947,0.49607227022780837,0.2026315789473684,36,1,5,1,1,1,3,1,3,3,5,1,1,5,3,4,Business Management
S01401,0.3412162162162162,0.5384615384615385,51.43478260869565,0.6982608695652174,0.5457495133030499,0.47695652173913045,22,1,1,3,1,1,3,1,2,1,5,0,0,1,1,2,Law
S01402,0.5912162162162162,1.0,69.18695652173913,0.7460869565217392,0.5347177157689812,0.3208695652173913,23,1,2,0,2,1,2,1,2,1,1,3,0,5,1,1,Finance
S01403,0.7567567567567567,0.4615384615384614,84.9375,0.7108333333333333,0.5410447761194029,0.18166666666666667,21,0,3,1,2,1,1,1,3,2,2,3,2,2,1,0,Data Science
S01404,0.7432432432432434,0.423076923076923,79.46206896551725,0.7668965517241378,0.49511065362840967,0.1917241379310345,28,1,4,0,1,1,3,2,1,4,5,1,0,1,2,3,Agriculture
S01405,0.8445945945945944,0.6153846153846154,86.51666666666667,0.7879166666666667,0.5740049751243781,0.11583333333333334,24,2,2,1,1,0,1,1,1,6,1,2,0,2,1,3,Cybersecurity
S01406,0.6452702702702702,0.9615384615384616,73.75652173913043,0.7408695652173912,0.5944192083062946,0.25608695652173913,21,0,0,2,2,2,2,2,0,4,2,3,2,0,2,0,Law
S01407,0.4459459459459459,0.44230769230769224,55.292857142857144,0.7385714285714285,0.45842217484008524,0.4132142857142857,24,0,3,0,2,0,1,3,3,1,1,2,0,6,2,4,Medicine
S01408,0.564189189189189,0.9038461538461536,64.73333333333333,0.71125,0.554726368159204,0.3329166666666667,23,3,2,0,1,2,3,2,1,2,1,2,0,2,2,1,Business Management
S01409,0.4054054054054054,0.1730769230769231,56.175000000000004,0.7957142857142857,0.5666311300639658,0.43964285714285717,28,2,3,3,3,2,3,1,1,3,2,1,0,3,0,1,Tourism and Hospitality
S01410,0.5844594594594594,0.826923076923077,72.44,0.6955,0.5462686567164179,0.3085,20,0,2,2,1,1,0,0,1,4,2,0,0,5,1,1,Tourism and Hospitality
S01411,0.8648648648648648,0.6153846153846154,88.53200000000001,0.7872,0.5683582089552239,0.1052,22,1,1,1,1,0,1,3,2,3,2,2,2,1,4,1,Information Technology
